an,judet,emig_masc_nr,emig_fem_nr,emigranti_total_nr,emig_15_64_nr,imig_masc_nr,imig_fem_nr,imigranti_total_nr,imigranti_15_64_nr,populatie_15_64,populatie_rurala,populatie_totala,pondere_rurala,rata_emig_def,rata_imig_def,rata_emig_15_64,rata_imig_15_64,intensitate_migratie,sup_grau_ha,sup_orz_orzoaica_ha,sup_porumb_boabe_ha,sup_floarea_soarelui_ha,sup_rapita_ha,sup_soia_boabe_ha,sup_totala_cultivata_ha,pondere_grau,pondere_orz_orzoaica,pondere_porumb_boabe,pondere_floarea_soarelui,pondere_rapita,pondere_soia_boabe,prod_grau_tone,prod_orz_orzoaica_tone,prod_porumb_boabe_tone,prod_floarea_soarelui_tone,prod_rapita_tone,prod_soia_boabe_tone,yield_grau,yield_orz_orzoaica,yield_porumb_boabe,yield_floarea_soarelui,yield_rapita,yield_soia_boabe,ocupati_total_nr,ocupati_agri_nr,pondere_ocupati_agri,tractoare_nr,pluguri_nr,semanatori_mecanice_nr,masini_stropit_prafuit_mecanice_nr,combine_cereale_nr,tractoare_1000ha,pluguri_1000ha,semanatori_1000ha,masini_stropit_1000ha,combine_1000ha,z_tractoare_1000ha,z_pluguri_1000ha,z_semanatori_1000ha,z_combine_1000ha,indice_mecanizare_vechi,temperatura_medie_anuala_C,schimbare_temp_anuala_C,precipitatii_anuale_mm,schimbare_precipitatii_anuala_mm,schimbare_precipitatii_anuala_pct,log_suprafata,log_tractoare,rezid_tractoare,z_rezid_tractoare,log_pluguri,rezid_pluguri,z_rezid_pluguri,log_semanatori,rezid_semanatori,z_rezid_semanatori,log_combine,rezid_combine,z_rezid_combine,indice_mecanizare_rezidual,schimbare_pondere_ocupati_agri
2012,Prahova,171,242,413,317,113,62,175,158,514191,386709,759216,50.93530695,0.543982213,0.230500938,0.616502428,0.307278813,0.774483151,37226,4655,59300,12901,937,0,115019,32.36508751,4.047157426,51.55669933,11.21640772,0.814648015,0.0,81867,9227,125074,18362,1413,0,2.199188739,1.98216971,2.109173693,1.423300519,1.508004269,,288300,65900,22.85813389,2635,1777,986,275,296,22.90925847,15.44962137,8.572496718,2.390909328,2.573487859,-0.55583588,-0.650641097,-0.748983367,-0.776880627,-0.683085243,9.812065711,0.810139974,836.57492,183.6815524,28.13346888,11.652852611089802,7.877017895622398,-0.4493778467213314,-1.03025776672328,7.48324441607385,-0.6205262900417026,-1.4467456358678676,6.894670039433482,-0.4445419676908253,-1.232246930090753,5.6937321388027,-0.5859921997034334,-1.3960998586709539,-1.2763375478382137,
2013,Prahova,177,232,409,338,92,81,173,139,510991,384954,754576,51.01593478,0.542026251,0.229267827,0.661459791,0.272020447,0.771294078,36639,5489,51844,13617,4922,34,112545,32.55497801,4.877160247,46.0651295,12.09916034,4.373361766,0.030210138,131315,17146,231186,27584,12970,27,3.58402249,3.123701949,4.459262403,2.025703165,2.63510768,0.794117647,289800,62000,21.39406487,2648,1777,986,275,296,23.52836643,15.78923986,8.760940068,2.443467058,2.630059087,-0.548237582,-0.64392305,-0.731319423,-0.763733403,-0.671803365,9.905785194,0.093719482,795.3069729,-41.2679471,-4.932964892,11.631108420647939,7.88193748927207,-0.48404972502199595,-1.109747603987769,7.48324441607385,-0.6525338324999463,-1.521370632599606,6.894670039433482,-0.4428043058225901,-1.2274302228768286,5.6937321388027,-0.6058760597506758,-1.443472254098465,-1.325505178390667,-1.4640690200000002
2014,Prahova,109,174,283,252,59,81,140,121,505799,382880,750071,51.04583433,0.377297616,0.186648997,0.498221626,0.239225463,0.563946613,38661,7258,51524,11989,9229,81,118742,32.55882502,6.112411784,43.3915548,10.0966802,7.772313082,0.068215122,133173,23715,225314,25680,25759,63,3.444634127,3.267429044,4.372991227,2.141963467,2.791093293,0.777777778,286000,60000,20.97902098,2674,1777,986,275,296,22.51941183,14.96521871,8.303717303,2.315945495,2.492799515,-0.560620459,-0.660223141,-0.774177698,-0.7956327,-0.697663499,9.796103453,-0.109681741,1045.134708,249.8277349,31.41274293,11.684708351206481,7.891704659330107,-0.4887378817004473,-1.120495819247667,7.48324441607385,-0.683948457023746,-1.5946132520689282,6.894670039433482,-0.4892108338444521,-1.3560666753318187,5.6937321388027,-0.5964480165929125,-1.4210103685533015,-1.373046528800429,-0.41504388999999975
2015,Prahova,188,225,413,362,73,72,145,121,498325,379953,744160,51.0579714,0.554988175,0.19485057,0.726433552,0.242813425,0.749838744,36806,5845,54392,14328,9367,800,121538,30.28353272,4.809195478,44.75308134,11.78890553,7.707054584,0.658230348,136743,20192,185874,29431,23450,449,3.715236646,3.454576561,3.417304015,2.054089894,2.503469627,0.56125,284400,52100,18.31926864,2726,1777,986,275,296,22.4291991,14.6209416,8.112689036,2.26266682,2.435452287,-0.561727637,-0.66703334,-0.792083941,-0.808960267,-0.707451297,10.30139551,0.505292061,767.1903476,-277.9443603,-26.59411827,11.707982250066047,7.910957382845589,-0.49811608667322194,-1.141996586545428,7.48324441607385,-0.6985107417558147,-1.6285649511709435,6.894670039433482,-0.5140319672077132,-1.4248695502260131,5.6937321388027,-0.6633947772808613,-1.5805079918701737,-1.4439847699531396,-2.6597523400000007
2016,Prahova,286,357,643,561,84,80,164,133,490253,377203,736766,51.19712365,0.872732998,0.222594419,1.144307123,0.271288498,1.095327417,38487,6662,54324,14777,8594,780,123624,31.13230441,5.388921245,43.9429237,11.95318061,6.951724584,0.630945447,157447,25565,209229,36165,28358,1156,4.090913815,3.837436205,3.851502099,2.447384449,3.299744007,1.482051282,284600,45100,15.84680253,2674,1777,986,275,296,21.63010419,14.37423154,7.97579758,2.224487155,2.394357083,-0.571534911,-0.67191355,-0.804915611,-0.818510844,-0.716718729,9.749191675,-0.552203839,950.7816627,183.5913151,23.93034737,11.72499997991353,7.891704659330107,-0.5551791855515846,-1.2728212394331133,7.48324441607385,-0.7423895904430644,-1.7308676801027325,6.894670039433482,-0.5599533365573972,-1.5521611683844716,5.6937321388027,-0.6566848525233047,-1.564521900228581,-1.5300929970372246,-2.472466110000001
2017,Prahova,282,324,606,530,112,113,225,188,481868,374329,729331,51.32498139,0.830898454,0.308501901,1.099886276,0.390148339,1.139400355,33205,5071,49444,18840,13721,754,121035,27.43421324,4.189697195,40.85099351,15.56574545,11.3363903,0.622960301,152335,19938,287216,46082,38471,2082,4.587712694,3.931768882,5.808915136,2.44596603,2.803804387,2.76127321,284500,45300,15.92267135,2674,1777,986,275,296,22.09278308,14.68170364,8.146403933,2.272070062,2.445573594,-0.565856463,-0.665831397,-0.788923639,-0.806608063,-0.70680489,9.500590789,-0.248600886,901.5118088,-49.26985389,-5.182036614,11.703835038950716,7.891704659330107,-0.5768147723805077,-1.3224236653887864,7.48324441607385,-0.7538684194359568,-1.7576303588431041,6.894670039433482,-0.5610289475626242,-1.5551427054619442,5.6937321388027,-0.6517397850457867,-1.552740501073481,-1.546984307691829,0.07586882000000017
2018,Prahova,325,437,762,647,126,129,255,210,473349,370792,721951,51.35971832,1.055473294,0.353209567,1.366856167,0.443647288,1.408682861,35688,4225,50090,15214,16221,923,122361,29.16615588,3.452897574,40.93624603,12.43370028,13.25667492,0.754325316,128080,15364,325727,31100,37963,2475,3.588881417,3.636449704,6.502834897,2.044169844,2.34036126,2.681473456,285300,45200,15.84297231,2679,1781,986,275,297,21.894231,14.55529131,8.058123095,2.247448125,2.427243975,-0.568293289,-0.668331979,-0.797198739,-0.810867889,-0.711172974,10.07026946,0.569678673,787.0036601,-114.5081487,-12.70179133,11.714730970836872,7.893572073504902,-0.5858402640078957,-1.3431157909918958,7.485491608030754,-0.7533002987787736,-1.7563057959766846,6.894670039433482,-0.5429706390442206,-1.5050860249869293,5.697093486505405,-0.6483754881634765,-1.544725216221059,-1.5373082070441422,-0.0796990399999995
2019,Prahova,293,374,667,549,121,143,264,214,466058,367189,715510,51.31850009,0.932202205,0.36896759,1.177964974,0.459170318,1.301169795,36114,6857,53068,17410,7446,721,121616,29.69510591,5.63823839,43.63570583,14.31555059,6.122549665,0.592849625,182654,31422,290357,41886,17960,2359,5.057706153,4.582470468,5.471414035,2.405858702,2.412033306,3.27184466,283900,44900,15.81542797,2685,1787,986,275,297,22.07768715,14.69379029,8.107485857,2.26121563,2.44211288,-0.566041735,-0.665592309,-0.792571667,-0.807412337,-0.707904512,10.55413975,0.483870286,789.5242201,2.520560004,0.320272971,11.708623818805822,7.895808377083183,-0.6049939405944347,-1.3870281115670249,7.488852955733459,-0.7212770235100736,-1.6816441184866406,6.894670039433482,-0.47243413262616496,-1.3095625428183695,5.697093486505405,-0.6273343718714868,-1.4945957102372036,-1.4682076207773096,-0.02754434000000039
2020,Prahova,229,270,499,409,78,72,150,118,459098,364413,708245,51.45295766,0.704558451,0.211791117,0.890877329,0.257025733,0.916349568,38630,5406,55120,13962,8446,773,122337,31.57671023,4.418941122,45.05587026,11.41273695,6.903880265,0.63186117,86603,13336,209241,30189,17269,1917,2.241858659,2.466888642,3.796099419,2.162226042,2.044636514,2.479948254,282800,43300,15.31117397,2228,920,557,52,220,18.2119882,7.520210566,4.552997049,0.42505538,1.798311222,-0.61348537,-0.807494008,-1.125755554,-0.95703265,-0.875941896,10.7859857,0.231845954,749.9100934,-39.61412669,-5.017468202,11.714534810671466,7.709308333385869,-0.8335203208692041,-1.9109548691876528,6.825460036255307,-1.3507391274902885,-3.1492234402529755,6.324358962381311,-1.0380657054708848,-2.877463483242173,5.3981627015177525,-0.9176863482236106,-2.1863461351663784,-2.530996981962295,-0.5042539999999995
2021,Prahova,383,456,839,718,121,128,249,192,450540,363633,699144,52.01117366,1.200038905,0.356149806,1.593643184,0.42615528,1.556188711,36146,5133,49785,15166,12036,908,119174,30.3304412,4.307147532,41.77505161,12.72593015,10.09951835,0.761911155,159230,24187,243413,38240,38018,2936,4.405190063,4.712059225,4.889283921,2.521429513,3.158690595,3.233480176,259900,21700,8.34936514,2245,920,557,52,222,18.83800158,7.719804655,4.673838253,0.436336785,1.862822428,-0.605802322,-0.803545806,-1.114428372,-0.942040164,-0.866454166,9.430296287,-1.355689416,846.4491929,96.53909946,12.87342314,11.688339889016214,7.716906135298388,-0.8406924716033659,-1.9273979672439812,6.825460036255307,-1.3457742062973113,-3.1376478177795346,6.324358962381311,-0.989132211065205,-2.7418224130115503,5.407171771460119,-0.9087196759432876,-2.164983444827423,-2.4929629107156224,-6.961808830000001
2022,Prahova,539,597,1136,987,131,131,262,218,444568,363883,692986,52.5094302,1.639282756,0.378074016,2.220132803,0.490363679,2.017356772,36743,5185,47815,16492,12764,926,119925,30.63831561,4.323535543,39.87075255,13.75192829,10.64331874,0.77214926,146429,21975,177585,35722,41930,2233,3.985221675,4.238187078,3.714001882,2.166019888,3.28502037,2.411447084,267300,22000,8.230452675,2262,931,557,52,224,18.86178862,7.763185324,4.644569523,0.433604336,1.867834063,-0.605510385,-0.802687687,-1.117171908,-0.940875454,-0.866561358,10.41125019,0.980953901,525.7711896,-320.6780032,-37.88508583,11.694621826370264,7.724446645633537,-0.8573265306968052,-1.9655337336111594,6.837332814685591,-1.349560432066867,-3.146475333545461,6.324358962381311,-1.0107596894991833,-2.8017726445820554,5.41610040220442,-0.9196936341374569,-2.1911284028860702,-2.5262275286561864,-0.1189124649999993
2012,Salaj,43,59,102,86,16,18,34,33,145758,135147,222570,60.72112144,0.458282787,0.152760929,0.590019073,0.226402667,0.611043717,5408,921,21509,1690,20,69,29617,18.25978323,3.10970051,72.62383091,5.70618226,0.067528784,0.232974305,13816,2303,48174,2802,39,46,2.554733728,2.500542888,2.239713608,1.657988166,1.95,0.666666667,101900,36100,35.42688911,3187,2795,890,52,393,107.6071175,94.37147584,30.05030894,1.755748388,13.26940608,0.483659008,0.910524415,1.264262798,1.708864177,1.0918276,9.768845288,0.436533458,692.3055807,77.652505,12.63355022,10.29610379977538,8.067149039910106,-0.2195675577260925,-0.5033874796414685,7.935945103353701,-0.04576395447347892,-0.10669781841170925,6.792344427470809,0.0560553433214368,0.15538246047232396,5.976350909297934,0.3048171672609934,0.7262130867081898,0.06787756228183403,
2012,Satu Mare,107,147,254,187,32,29,61,55,237401,187019,342880,54.5435721,0.740783948,0.177904806,0.787696766,0.231675519,0.918688754,37760,2822,54337,11966,1528,3625,112038,33.70285082,2.518788268,48.49872365,10.6803049,1.363822989,3.235509381,121603,7402,170565,22325,2092,4868,3.220418432,2.622962438,3.139021293,1.865702825,1.369109948,1.342896552,150400,57200,38.03191489,6478,4820,2050,50,1136,57.81966833,43.02111784,18.29736339,0.446277156,10.13941698,-0.127381217,-0.105245025,0.162587622,0.981450786,0.227853042,10.75423177,0.570832081,720.4577178,89.28059166,14.14509303,11.626593378447135,8.776321456449958,0.45069368521720143,1.033274499390555,8.480736654405622,0.3793283938602592,0.8843971757283907,7.62608275807238,0.2985400394471416,0.82753727174246,7.036148493750536,0.7681953970767763,1.8301907189777213,1.1438499164597817,
2013,Salaj,51,69,120,100,24,13,37,29,144472,134140,221132,60.66060091,0.542662301,0.167320876,0.692175646,0.200730937,0.709983177,6154,1544,22618,1610,0,25,31951,19.26074301,4.832399612,70.78964665,5.038965917,0.0,0.078244812,18125,3418,86478,3268,0,27,2.945238869,2.21373057,3.823414979,2.029813665,,1.08,101300,34400,33.95853899,4698,4500,1021,52,433,147.0376514,140.8406623,31.95518137,1.627492097,13.5520015,0.96758905,1.82973864,1.442818094,1.774539707,1.503671373,9.961846651,0.193001363,838.4410589,146.1354782,21.10852234,10.37195875822042,8.455104999102815,0.12594256862079334,0.28873988878035217,8.412054873292933,0.3895576403028187,0.9082464757282268,6.92951677076365,0.15159345558971715,0.4202090777673844,6.073044534100405,0.33787610350515607,0.8049745040813998,0.6055424865893408,-1.4683501199999967
2013,Satu Mare,114,159,273,200,27,24,51,41,236447,187019,341660,54.73833636,0.799039981,0.149271205,0.845855519,0.173400381,0.948311187,38108,4540,76644,17150,1571,1872,139885,27.24237767,3.245523108,54.79072095,12.26007077,1.123065375,1.338242127,147736,12231,372337,40675,3343,2692,3.876771282,2.694052863,4.858005845,2.371720117,2.127943985,1.438034188,151200,54200,35.84656085,6562,5000,2105,50,1116,46.90996175,35.74364657,15.0480752,0.357436466,7.977981914,-0.261275797,-0.249201819,-0.141987952,0.479130567,-0.04333375,10.80738165,0.053149884,847.9207645,127.4630467,17.69195382,11.848575935462698,8.789203094473724,0.4168558783004883,0.9556968803797851,8.517393171418904,0.3620501787405974,0.844113334864409,7.652545692693921,0.21843138830113595,0.6054803083445103,7.018401799069201,0.6213093083278514,1.4802412693999172,0.9713829482471554,-2.18535404
2014,Salaj,28,36,64,58,8,19,27,24,143214,133078,219811,60.54201109,0.291159223,0.122832797,0.404988339,0.167581382,0.41399202,5556,1459,21447,2349,52,55,30918,17.9701145,4.718933954,69.36735882,7.59751601,0.168186817,0.177889902,18291,3732,85051,4679,128,143,3.292116631,2.557916381,3.96563622,1.991911452,2.461538462,2.6,100300,33700,33.59920239,4706,4493,1029,52,433,152.2090692,145.3198784,33.28158354,1.681868167,14.00478686,1.031057742,1.918342712,1.567149848,1.879767592,1.599079474,10.88764703,0.92580038,760.6929959,-77.74806299,-9.272931253,10.339093817556279,8.456806041401142,0.11571701471016382,0.2652964626917338,8.410498452745275,0.36436551835439523,0.8495115066027714,6.937314081223682,0.15140819127368044,0.41969553483716915,6.073044534100405,0.38606380590419764,0.9197795211840629,0.6135707563289343,-0.3593365999999989
2014,Satu Mare,90,128,218,178,44,44,88,65,234858,186982,340592,54.89911683,0.64006201,0.258373655,0.757904777,0.27676298,0.898435665,37263,4949,78649,18026,3001,1736,143624,25.94482816,3.44580293,54.76034646,12.55082716,2.089483652,1.208711636,152407,15329,426638,38535,8426,3595,4.090035692,3.097393413,5.424582639,2.137745479,2.807730756,2.070852535,149400,52600,35.20749665,7377,6558,2112,58,1161,51.3632819,45.66089233,14.70506322,0.403832229,8.083607197,-0.2066203,-0.053027234,-0.174140554,0.503678015,0.017472482,11.93277447,1.125392816,776.5212116,-71.39955293,-8.4205454,11.874954052550665,8.906257878156621,0.5202514577619084,1.192744833593739,8.788593431293735,0.60428485948154,1.408879039141423,7.655864017616056,0.18744023309228464,0.5195744577350757,7.057897937411856,0.6824362283407899,1.6258733860633194,1.1867679291333892,-0.6390642
2015,Salaj,24,45,69,64,20,20,40,32,141544,131987,218293,60.46323061,0.316088926,0.183239957,0.45215622,0.22607811,0.499328884,6111,1830,22462,2266,180,228,33077,18.47507331,5.532545273,67.90821417,6.850681743,0.544184781,0.689300723,19455,4225,68430,3567,306,258,3.183603338,2.308743169,3.046478497,1.574139453,1.7,1.131578947,97900,29300,29.92849847,4699,4470,1018,54,428,142.0624603,135.1392206,30.77667261,1.632554343,12.93950479,0.906528643,1.716957532,1.332349289,1.632194704,1.397007542,10.4467901,-0.440856934,772.2864695,11.59347364,1.524067357,10.406593455786899,8.45531778769815,0.08430441733574412,0.1932789552554643,8.405367376233981,0.34069333170180016,0.7943202386731082,6.926577033222725,0.09619662099181081,0.2666519688073376,6.061456918928017,0.2877043315561645,0.6854425311938638,0.48492342348244344,-3.670703920000001
2015,Satu Mare,148,262,410,241,60,40,100,87,232535,186732,339176,55.05460292,1.208811944,0.294832182,1.036403122,0.374137227,1.503644126,37417,4853,76197,17372,3618,2144,141601,26.42424842,3.427235683,53.81106066,12.26827494,2.555066702,1.514113601,159479,17792,266963,30491,9335,4446,4.262207018,3.666185864,3.50358938,1.755180751,2.580154782,2.07369403,145300,45500,31.31452168,7377,6558,2112,58,1161,52.09708971,46.31323225,14.9151489,0.409601627,8.199094639,-0.197614294,-0.040123196,-0.154447943,0.530517441,0.034583002,11.38418188,-0.548592592,710.6467721,-65.87443946,-8.483276242,11.860768522363712,8.906257878156621,0.49271605859595624,1.1296163125562062,8.788593431293735,0.5930926603653415,1.3827846326884166,7.655864017616056,0.17926562137352597,0.4969148644295235,7.057897937411856,0.6322814281876186,1.5063818477101647,1.1289244143460777,-3.8929749700000045
2016,Salaj,58,74,132,108,24,21,45,36,139511,131281,216707,60.57995358,0.60911738,0.207653652,0.774132506,0.258044169,0.816771032,6497,2127,22594,2932,484,632,35266,18.42284353,6.03130494,64.06737367,8.313956786,1.3724267,1.792094369,21505,5608,84368,5537,1067,1441,3.309989226,2.636577339,3.734088696,1.888472033,2.204545455,2.280063291,97700,25300,25.89559877,4685,4458,1012,55,421,132.8475018,126.4107072,28.69619464,1.559575795,11.93784382,0.793433668,1.544297448,1.137333416,1.399407438,1.218617993,9.818179913,-0.628610184,946.7797953,174.4933257,22.5943782,10.470674605967869,8.452334619067742,0.04213446803421306,0.0965988048937744,8.402679804627477,0.28989279038867544,0.675879710650437,6.920671504248683,0.023455302315527504,0.06501686313843583,6.045005314036012,0.25686550400150043,0.6119704221582252,0.36236645021021807,-4.0328997000000015
2016,Satu Mare,186,261,447,334,61,63,124,104,229899,186435,337456,55.2472026,1.324617135,0.367455313,1.452811887,0.452372564,1.692072448,38897,5136,74904,20305,5784,8469,153495,25.34089058,3.34603733,48.79898368,13.22844392,3.768200919,5.517443565,163376,19142,361313,43877,14189,22775,4.200221097,3.727024922,4.823680978,2.160896331,2.453146611,2.689219506,140900,39300,27.89212207,7290,6528,2098,50,1161,47.49340369,42.52907261,13.66819766,0.32574351,7.563764292,-0.254115227,-0.114978248,-0.271332278,0.382865872,-0.06438997,10.79320428,-0.590977595,915.9602795,205.3135074,28.89107718,11.941423272188965,8.89439598980643,0.441182682123177,1.0114692749487177,8.784009071186633,0.5389042653862877,1.2564453861347182,7.649216319820633,0.09841702468363955,0.2728068109407602,7.057897937411856,0.6104647481565513,1.4544045962664474,0.9987815170726608,-3.4223996099999994
2017,Salaj,52,65,117,101,24,26,50,40,137371,130030,214927,60.4996115,0.544370879,0.232637128,0.735235239,0.291182273,0.777008007,5995,2196,21497,2637,244,937,33506,17.89231779,6.554050021,64.15865815,7.870232197,0.72822778,2.796514057,23922,6327,120703,6762,584,1901,3.990325271,2.881147541,5.614876494,2.564277588,2.393442623,2.028815368,98000,25400,25.91836735,6291,5331,1012,55,429,187.7574166,159.1058318,30.20354563,1.641497045,12.80367695,1.467341797,2.191044806,1.278626606,1.600628143,1.634410338,9.822037882,0.003857968,774.0919715,-172.6878237,-18.23949186,10.419479806253477,8.747034264178168,0.3160767722378921,0.7246475362655691,8.5814816812986,0.4599175128548385,1.0722892249049185,6.920671504248683,0.03572460089417806,0.09902671284158829,6.063785208687608,0.2940519687711163,0.7005654891840446,0.6491322407990301,0.022768580000001037
2017,Satu Mare,180,253,433,302,69,75,144,117,227154,185994,335661,55.41126315,1.289991986,0.429004263,1.329494528,0.515069072,1.718996249,37011,5527,71481,18637,14947,9537,157140,23.55288278,3.517245768,45.48873616,11.86012473,9.511900216,6.069110347,174384,23659,464520,66118,45033,24525,4.711680311,4.280622399,6.498510094,3.547673982,3.012845387,2.571563385,143000,39700,27.76223776,7386,6607,2116,50,1129,47.00267278,42.04530991,13.46569938,0.318187603,7.184676085,-0.260137957,-0.124547634,-0.290313676,0.294765298,-0.095058492,10.66777704,-0.125427246,918.2199561,2.259676549,0.246700277,11.964892406729813,8.907476977528738,0.4313227257344874,0.9888640292226194,8.796036315200814,0.5354371185140483,1.2483617969511107,7.6577552711348655,0.08604551638800029,0.23851364128327585,7.029972911706386,0.5674766463599124,1.3519873919534997,0.9569317148526264,-0.12988430999999778
2018,Salaj,76,90,166,130,30,33,63,55,135317,128115,212824,60.19762809,0.779987219,0.296019246,0.96070708,0.406452996,1.076006465,6315,2088,21375,2819,367,999,33963,18.5937638,6.147866796,62.93613638,8.300209051,1.080587698,2.941436269,24457,6332,137201,7566,824,1845,3.872842439,3.03256705,6.418760234,2.683930472,2.245231608,1.846846847,97900,25900,26.45556691,6297,5339,1012,62,429,185.4076495,157.2004829,29.79713217,1.825516003,12.63139299,1.438503159,2.153354803,1.240530997,1.560589135,1.598244524,10.64345084,0.821412955,835.2132513,61.12127975,7.895867932,10.43302697574622,8.74798740166097,0.306059466470332,0.7016815464109981,8.582980931954241,0.45949917021643927,1.0713138667353865,6.920671504248683,0.05260473117211806,0.14581754526303822,6.063785208687608,0.2928664460921988,0.6977410351293225,0.6541384983846863,0.5371995600000012
2018,Satu Mare,218,261,479,338,73,76,149,126,224660,185214,333697,55.50364552,1.435433942,0.446512854,1.504495682,0.560847503,1.881946796,39403,5403,74286,19721,16012,9040,163865,24.04601349,3.297226375,45.3336588,12.03490678,9.771458213,5.516736338,186370,22635,592892,70598,47870,24329,4.729842905,4.189339256,7.981207765,3.579838751,2.989632775,2.691261062,142600,39900,27.98036466,7450,6619,2121,50,1251,45.46425411,40.39300644,12.94358161,0.305129222,7.63433314,-0.279018934,-0.157232106,-0.339254955,0.399266161,-0.094059958,11.65616862,0.988391583,803.2345384,-114.9854177,-12.52264416,12.006798197083556,8.916103530553727,0.42814946620253025,0.981588914744947,8.797850648931053,0.5327825392242875,1.2421726941457025,7.660114319173928,0.09268246322452178,0.25691090849060266,7.132497551660044,0.6561034277971993,1.5631366821687578,1.0109522998875025,0.2181268999999979
2019,Salaj,62,91,153,132,47,29,76,63,133319,126488,210920,59.96965674,0.725393514,0.36032619,0.990106436,0.472550799,1.085719704,6771,2041,21688,4360,201,1001,36062,18.77599689,5.659697188,60.1408685,12.09028895,0.557373412,2.775775054,23761,5444,116833,12014,502,1929,3.509230542,2.667319941,5.386988196,2.755504587,2.497512438,1.927072927,99100,25900,26.13521695,6303,5339,1012,62,429,174.7823193,148.0505796,28.06278077,1.719261272,11.8961788,1.308098725,1.972359138,1.077959676,1.389724435,1.437035494,10.88197349,0.238522658,697.8677464,-137.3455048,-16.44436372,10.492994958336313,8.748939631537715,0.28368929891655803,0.6503949976117436,8.582980931954241,0.48221656348435715,1.1242790514440721,6.920671504248683,0.09377823909736893,0.25994834151947355,6.063785208687608,0.2842880224944997,0.6773033296813175,0.6779814300641517,-0.3203499600000015
2019,Satu Mare,218,281,499,373,84,74,158,117,222572,184357,332151,55.50397259,1.50232876,0.475687263,1.675862193,0.525672591,1.978016023,37197,5275,73936,32518,16252,9072,174250,21.34691535,3.027259684,42.43098996,18.66169297,9.326829268,5.206312769,129015,21743,537586,96728,38840,23986,3.468424873,4.121895735,7.270964077,2.974598684,2.38985971,2.643959436,142700,39500,27.68044849,7654,5124,1639,62,1210,43.92539455,29.40602582,9.406025825,0.355810617,6.944045911,-0.297905322,-0.374567283,-0.670851606,0.238842543,-0.276120417,11.96983611,0.313667493,710.675332,-92.55920632,-11.52331006,12.06824632862277,8.943114308091785,0.43179455823503865,0.9899457672340325,8.54188580400661,0.2994019240676842,0.6980500809824748,7.402451520818244,-0.12446458767225632,-0.34500928418714993,7.099201743553092,0.6135656888429217,1.4617924469173258,0.7011947527366708,-0.2999161699999995
2020,Salaj,62,68,130,114,16,17,33,28,131719,126247,209645,60.21941854,0.620095876,0.157408953,0.865478784,0.212573737,0.77750483,8508,1659,24701,5293,1134,1189,42484,20.02636287,3.904999529,58.14188871,12.45880802,2.669240185,2.798700687,30702,4024,134703,11170,2870,3127,3.608603667,2.425557565,5.45334197,2.110334404,2.530864198,2.629941127,98700,25600,25.93718338,6305,5364,1016,64,445,148.4088127,126.2592976,23.9148856,1.506449487,10.47453159,0.984417281,1.541302391,0.689152196,1.059331842,1.068550927,10.10666759,-0.775305905,877.7149457,179.8471993,25.77095734,10.656882813441431,8.749256840105007,0.2373600181082871,0.5441790331896578,8.587651655064798,0.50660551081757,1.1811414337218087,6.92461239604856,0.0321956090526756,0.08924453325212145,6.100318952020064,0.25858419203362093,0.6160651185039397,0.6076575296668819,-0.19803356999999977
2020,Satu Mare,134,150,284,220,50,68,118,94,220514,184078,330611,55.67812323,0.85901558,0.356914924,0.997669082,0.42627679,1.215930504,39721,4940,75154,34395,14616,10797,179623,22.1135378,2.750204595,41.83985347,19.14843867,8.137042584,6.010922877,137878,15310,511857,84159,40011,26172,3.47116135,3.099190283,6.810775208,2.446838203,2.737479475,2.424006669,140600,37200,26.45803698,7669,5124,1635,62,1213,42.69497781,28.52641366,9.1023978,0.345167378,6.753032741,-0.313006198,-0.391967029,-0.69931251,0.194450843,-0.302458724,11.13866483,-0.83117128,878.4718154,167.7964834,23.61084954,12.098615489011754,8.945071894361302,0.3910105102979262,0.8964429778727173,8.54188580400661,0.3311323290407131,0.7720289367630486,7.400009517162692,-0.13309600429480462,-0.3689351166360368,7.101675971619444,0.6136548477962434,1.4620048640829375,0.6903854155206667,-1.2224115100000006
2021,Salaj,89,124,213,181,41,39,80,65,132513,127164,210327,60.46014064,1.012708782,0.380360106,1.365903723,0.490517911,1.393068888,8963,1958,24602,4818,1164,2410,43915,20.40988273,4.45861323,56.02186041,10.97119435,2.650574974,5.487874303,32199,5628,131441,9673,2509,5252,3.592435568,2.874361593,5.342695716,2.007679535,2.155498282,2.179253112,85300,12300,14.41969519,7315,5443,1016,64,456,166.5717864,123.9439827,23.13560287,1.457360811,10.38369578,1.207331042,1.495502786,0.616105279,1.038221485,1.089290148,9.258116765,-0.848550825,877.2997405,-0.415205234,-0.047305248,10.690011226351217,8.897819009510757,0.36941727909875155,0.8469376577642309,8.602269363771356,0.5208510407774671,1.2143546248965469,6.92461239604856,0.05476652404918614,0.1518099213037,6.124683390894205,0.2563133267822897,0.6106548849580856,0.7059392722306409,-11.51748819
